description,label,count_of_important_words,description_length,count_of_characters,average_length_of_words,number_of_punctuation,number_of_nouns,number_of_noun_phrases,number_of_verbs,number_of_adj,count_of_sentences,number_of_characters_in_largest_sentence,number_of_characters_in_smallest_sentence,number_of_nouns_in_largest_sentence,number_of_verbs_in_largest_sentence,number_of_adjectives_in_largest_sentence,count_of_stopwords,count_title_case_words,automated_readability_index,count_of_adverbs,lexical_density
"Crystalline. Ripe scents of cherries and red fruit; an elegant cherry eau-de-vie perfume. Palate entry is sweet, ripe, almost candied but fresh and firm; there's a moderate spirity heat that does not obstruct the fine fruit flavor that's sweet and plump. Concludes with a bit more just-manageable fire. Savory and easily recommendable.",spirits_taster,9,57,335,5.87719298245614,12,16,7,7,16,5,34,2,5,6,11,16,5,11.951578947368425,6,78.94736842105263
"The raspberry aroma after the pour is true-to-the-source, ripe and fresh; following aeration the aroma turns more preserves-like than fresh-picked fruit-like. Palate entry is sweet, yet tart and pleasantly fruity; by midpalate the flavor profile turns savory, fruity and decidedly sweet/tart. Concludes elegantly and ripe. Another how-to lesson on rum flavoring by the wizards at Cruzan. Best Buy.",spirits_taster,10,66,397,6.015151515151516,18,18,9,8,14,5,36,3,8,4,7,18,6,13.501363636363635,4,66.66666666666666
"Triple-distilled whole wheat and rye mashes. Displays the prototypical Russian vodka bouquet that's equal parts grain, herbs (especially dill) and black pepper. Palate entry features sweet grain and a pleasantly oily texture; midpalate flavors of charcoal, tobacco smoke and lead pencil add to the strong grain flavors. Aftertaste is oily, medium-long and as herbal as it is grainy.",spirits_taster,6,61,382,6.262295081967213,12,22,13,7,15,4,28,9,11,3,4,15,3,15.690409836065577,4,78.68852459016394
"The opening sniffings offer muted aromas of corduroy, cardboard and slate; further air contact releases scents of grain mash and corn husk. Far more enjoyable in the mouth, Balinoff's entry taste is dry and moderately grainy; by midpalate the satiny texture underscores the intense graininess and dryness. Finishes stone dry and mildly grainy. Best Buy.",spirits_taster,4,56,353,6.303571428571429,8,22,8,6,7,4,29,3,8,2,4,16,5,15.259821428571435,5,71.42857142857143
"Snappy, ginger root initial aroma; aeration stirs additional aromas of cola nut, steel wool, and thistle; an overall pleasant bouquet, providing you like ginger. The palate entry is very sweet and texturally thick; at midpalate a mild background spicy/peppery warmth emerges but doesn't overshadow the ginger influence. Concludes moderately peppery, zesty and ginger beer-like. Best Buy.",spirits_taster,6,59,387,6.559322033898305,14,23,10,8,10,4,31,3,11,3,4,13,5,16.83940677966102,4,76.27118644067797
"Early scents of grain husk, paraffin, and grape seed oil get supplemented with aromas of bran, malt, and cardboard. Palate entry is vigorous oily, malty, and sweet; at midpalate, notes of butter, light toffee, and fudge accent the taste phase. Finishes sweet, oily, and cereal-like.",spirits_taster,8,46,282,6.130434782608695,16,21,7,5,7,3,28,10,8,3,4,12,3,15.111014492753618,2,76.08695652173914
"Ripe pineapple and banana opening bouquet is inviting; six more minutes of aeration add woody/leathery aromatic notes that complement rather than overshadow the fruit element. Palate entry is sweet, grainy, mashy, and caramel-like; by midpalate, the taste profile expands marginally to include tastes of glycerine, heather honey, and almond paste. Concludes moderately sweet and warming. Best Buy.",spirits_taster,8,59,397,6.728813559322034,14,21,10,10,12,4,35,3,11,3,5,15,5,17.637711864406775,3,77.96610169491525
"Bouquet is properly snappy, tart and tropical. Palate entry is pleasingly sour and refreshing; by midpalate, a deft touch of sugary sweetness enters the picture. Finishes sour, fruity, delectable. Best Buy.",spirits_taster,2,31,206,6.645161290322581,9,7,5,3,11,4,21,3,5,2,5,8,5,13.743709677419353,2,74.19354838709677
"Owns a sweet, slightly nutty opening scent; further aeration encourages a pleasing note of winter holiday spice, especially cinnamon. Palate entry is milk chocolate-like and only moderately sweet; at midpalate, the spice element backs off, allowing the nutty chocolate flavor to take command. Ends with the chocolate component seeming more like cocoa than watered down milk chocolate. Best Buy.",spirits_taster,7,60,394,6.566666666666666,11,22,11,9,9,4,30,3,9,4,4,16,5,16.999000000000002,5,75.0
"Bouquet is angular, lean, dry and fabric-like at first; further aeration encourages meatier, more complex aromas to develop including roasted chestnut, lanolin and marshmallow. Palate entry shows a more generous side as rich, chocolaty flavors greet the taste buds; at midpalate the flavor gets even more honeyed. Aftertaste is long, toffee sweet and a bit Sherried.",spirits_taster,8,57,366,6.421052631578948,12,16,8,9,14,3,32,11,7,4,7,17,3,18.31315789473684,5,77.19298245614034
"First nosing passes detect uncharacteristic (for the distillery) scents of green apple, pineapple and gum. In the mouth, this old, atypical Longmorn shows off-dry tastes of malt and toffee; by midpalate the flavors shift into higher gears, offering near-succulent flavors of honey and vanilla. Finishes with suppleness and mildly sweet tastes of honey, old oak and milk chocolate. Gets off the ground rather late, but once it does it's amiable and nice.",spirits_taster,7,75,453,6.04,15,25,10,7,12,4,38,16,11,3,5,24,4,16.3934,4,64.0
"Opening nosing passes are greeted by delicate, ripe scents of grapes and oak; additional aeration time doesn't stimulate further aromas. Very pleasing and easy at the palate entry; midpalate offers ripe but off-dry tastes of light caramel, resiny oak, vanilla frosting and toffee. Finish is long, sweeter than the midpalate and elegant.",spirits_taster,12,54,336,6.222222222222222,10,20,10,6,13,3,29,11,9,1,6,16,3,16.876666666666672,3,77.77777777777779
"Beauce wheat; distilled five times. The vibrant, ambrosial bouquet emits succulent, ripe aromas of raspberry and a trace of red currant. Palate entry is dry and acidic, then at midpalate the flavor explodes in tart raspberry splendor. Aftertaste is medium-long and more tart than sweet.",spirits_taster,7,46,286,6.217391304347826,9,15,7,4,12,4,19,7,7,0,4,15,3,13.603913043478265,3,73.91304347826086
"Palate entry shows little flavor other than a limp graininess, but the pleasant midpalate flavor profile displays some defining characteristics in the forms of underripe red berries and elusive mint. Aftertaste is long, mostly grain mash-like and off-dry.",spirits_taster,6,40,255,6.375,6,13,8,3,11,2,32,14,11,2,8,12,1,18.596250000000005,2,72.5
"Understated aromas of roasted grain, toasted bread and lead pencil. Palate entry is off-dry, mildly oily and mash-like; by midpalate, there's a trace of spicy flavor, but it's hidden in the background. Finish is off-dry, pleasant and far more “unflavored” than “flavored” in scope. All three of these Ukrainian vodkas are nicely made, but the supposed differences are paper thin.",spirits_taster,8,65,379,5.8307692307692305,18,14,8,13,12,4,33,12,5,5,5,22,4,14.157923076923076,7,70.76923076923077
"Only 258 bottles available. Aeration brings out notes of dried figs, pork sausage, sawdust, and sultanas. Palate entry is grainy, sweet and honeyed; at midpalate, the heat-burst cools off, leaving behind toasty grain and oak flavors; finishes well, sweet, woody and lightly spiced. This is one case in which water doesn't work well with the cask-strength whisky.",spirits_taster,7,60,362,6.033333333333333,16,23,9,10,6,4,37,5,10,5,4,16,3,14.487000000000002,5,73.33333333333333
"Big-hearted scents of old oak, vanilla extract and tobacco ash; further time in the glass unleashes butterscotch, light caramel and lanolin. Palate entry is maple-like and bittersweet; the midpalate displays touches of honey, mead and cocoa. Finish is long, off-dry to semisweet and caramel-like.",spirits_taster,9,48,296,6.166666666666667,13,20,9,5,11,3,27,14,11,1,5,14,2,15.615000000000002,1,77.08333333333334
"Aromas offer delicate traces of crushed pineapple fruit. Palate is off-dry and true to the fruit source. Aftertaste is lean, tart and just a touch fruity. A good ingredient for piña coladas.",spirits_taster,5,34,190,5.588235294117647,6,13,5,3,7,4,12,7,3,1,2,11,1,9.140588235294118,2,73.52941176470588
"The opening whiffs encounter melded notes of spice, sweet grain and saddle leather; additional aeration allows a forceful bouquet of brown rice, beef stock, heady spirit, oak and pork rind to appear. The palate entry is rich, creamy and honey-like; at midpalate the corny/grainy sweetness turns spicy, zesty and spirity as the proof kicks in. Ends assertively. Best Buy.",spirits_taster,6,61,370,6.065573770491803,14,25,13,6,13,4,38,3,15,4,6,15,5,14.763852459016398,1,73.77049180327869
"Mild aromas of coffee bean and cream. Palate entry is soft, creamy, plush and moderately sweet; by midpalate, the coffee bean taste gives way slightly to the herbal/dill taste of agave spirit. Finish is semisweet.",spirits_taster,5,36,213,5.916666666666667,8,15,6,3,8,3,32,4,9,2,7,10,3,12.4375,2,77.77777777777779
"Subtle and mildly juicy aromas of lemon. Palate entry is viscous, thick and off-dry. dominated by the lemon flavors. Aftertaste is zesty, lemony and full.",spirits_taster,4,26,154,5.923076923076923,7,6,2,3,8,4,11,6,1,1,4,8,2,9.71769230769231,2,73.07692307692307
"The comely aroma is assertive and intensely fruity, especially unsweetened pineapple and papaya. In the mouth, the entry taste is dry and resiny; at midpalate, the flavor turns candied and concentrated. Finishes semidry, caramel-like and bittersweet.",spirits_taster,4,37,250,6.756756756756757,9,12,5,5,7,3,22,9,5,4,2,13,2,16.560990990990994,2,70.27027027027027
"Amber/honey/Sauternes gold color. First two nosing passes detect evidence of tea leaves, hay and flowers; exposure to air releases deeper scents of toffee, wet vegetation, cedar and oak resin. Palate entry is dry and cereal-like, then at midpalate the taste expands to include almond butter, resin, dried fruit and oily. Finishes squeaky clean and dry, with just a trace of malt.",spirits_taster,7,64,379,5.921875,15,29,11,5,8,4,31,8,15,1,3,17,3,14.462031250000003,5,73.4375
"Henna/auburn color topped by a fast-dissipating tan head. Opening nose shows evidence of distant dried fruit (berries) and little else; aromatic shades of malt dominate the latter stages of the nosing. Palate entry is moderately bitter, hoppy and malty then at midpalate the taste turns off-dry, toasty and slightly fruity. Aftertaste continues the light fruit profile but adds a zesty bitterness that underscores the whole experience nicely.",spirits_taster,6,70,442,6.314285714285714,12,23,12,11,12,5,24,12,6,2,4,19,2,15.310285714285712,6,74.28571428571429
"Opening nosing pass offers cinnamon, candied almonds and honey. Palate entry is pleasantly raisiny and mildly burnt; the midpalate phase adds notes of spirity warmth, sweet oak and lead pencil. Finishes on a semisweet note.",spirits_taster,5,35,223,6.371428571428571,6,16,6,7,3,3,24,6,8,4,3,8,3,14.4127619047619,2,80.0
"Early nosings detect notes of dill and black pepper. On the palate Cazadores is nimble and off-dry at entry, then by midpalate the flavor resembles cocoa bean and asparagus. Finish is clean, light and off-dry.",spirits_taster,9,37,209,5.648648648648648,7,12,4,4,7,3,24,10,6,2,3,13,4,11.3418018018018,3,70.27027027027027
"A mixto tequila, meaning a blend of 51% agave spirit and 49% sugar cane distillate. Nosings pick up sweet, pulpy and peppery aromas and nuances of corn syrup, black pepper, green olives and brine. Palate is sweet, herbal and botanical, unabashedly sweet and keenly peppery. Aftertaste is long, a touch honeyed and surprisingly rich.",spirits_taster,6,54,332,6.148148148148148,13,24,8,5,9,4,23,11,10,1,3,15,2,14.277777777777779,3,75.92592592592592
"The robust aroma is of ripe, red apple. The palate entry is clean, lithe, and apple-like; the pleasant tartness comes on strong at midpalate. Ends up pleasantly astringent, keenly tart, and just a whisper ripe and sweet.",spirits_taster,6,38,220,5.7894736842105265,10,8,4,4,12,3,22,10,5,2,5,14,3,12.171754385964917,3,71.05263157894737
"The transparent purple/shiraz-syrah/dark gray appearance and fruity grape juice-like aroma remind me strikingly of a soda pop – Nehi Grape – from my childhood except that it has a well-concealed 15 percent alcohol as its foundation. Simple, straightforward, and very quaffable.",spirits_taster,1,44,277,6.295454545454546,11,13,8,3,10,3,26,8,9,1,5,15,4,15.554924242424242,3,65.9090909090909
"The aroma offers toasty, candied aromas of butterscotch, caramel and salted butter. Palate entry is off-dry to bittersweet, with delicate flavors of butter, caramel and saltwater taffy; at midpalate the flavor is off-dry and intensely caramel-like. Finish",spirits_taster,9,40,255,6.375,10,15,6,6,6,3,34,1,8,3,6,12,3,15.26291666666667,3,75.0
"The reticent bouquet offers timid scents of raisins, faint oak and sweetened coconut. The palate entry is pleasingly sweet and smooth with tastes of mint, cedar, almond, and white raisins; at midpalate the flavor becomes more intense with more concentrate",spirits_taster,5,40,255,6.375,6,14,6,3,10,2,31,15,9,2,6,14,2,18.596250000000005,2,72.5
"Whiffs detect subtle notes of green apple and pear. The palate entry is tightly structured, oily, and moderately grainy; at midpalate the taste profile becomes bittersweet as flavors of malt, oloroso sherry, marshmallow, and nougat take charge. Concludes pleasantly semisweet and mildly fruity.",spirits_taster,4,43,294,6.837209302325581,9,16,5,6,7,3,35,7,10,4,4,11,3,17.939922480620154,4,76.74418604651163
